0,0,1,0,0
6,0,1,0,0
12,0,1,0,1
18,0,1,0,1
24,0,1,0,1
30,0,1,0,0
36,0,1,0,0
42,0,1,0,0
48,0,1,0,0
54,0,1,0,0
60,0,1,0,0
66,0,1,0,0
72,0,1,0,0
78,0,1,0,0
84,0,4,0,0
90,0,4,0,0
96,0,1,0,0
102,0,4,0,0
108,0,4,0,0
114,0,1,0,0
120,0,4,0,0
126,0,4,0,0
132,0,4,0,0
138,0,1,0,0
144,0,4,0,0
150,0,1,0,0
156,0,4,0,0
162,0,4,0,0
168,0,4,0,0
174,0,4,0,0
180,0,4,0,1
186,0,4,0,1
192,0,1,0,1
198,0,1,0,0
204,0,1,0,0
210,0,1,0,0
216,0,1,0,0
222,0,1,0,0
228,0,1,0,0
234,1,1,0,0
240,2,1,0,0
246,2,1,0,0
252,1,1,0,0
258,1,1,0,1
264,0,1,0,0
270,0,1,0,0
276,0,1,0,0
282,3,1,0,0
288,3,1,0,0
294,3,1,0,0
300,0,1,0,0
306,0,1,0,1
312,0,1,0,0
318,0,1,0,0
324,0,1,0,0
330,0,1,0,0
336,3,1,0,0
342,3,1,0,0
348,3,1,0,1
354,0,1,0,1
360,0,1,0,1
366,0,1,0,1
372,0,1,0,1
378,0,1,0,1
384,0,4,0,1
390,3,4,0,0
396,3,7,0,0
402,5,7,0,0
408,5,9,8,2
414,5,9,8,2
420,5,9,8,2
426,5,9,8,2
432,5,7,8,2
438,3,7,0,0
444,3,4,0,0
450,3,1,0,0
456,0,1,0,0
462,0,4,0,1
468,0,4,0,1
474,0,1,0,0
480,3,1,0,0
486,3,4,0,0
492,3,7,0,0
498,5,7,0,0
504,5,7,0,0
510,5,9,0,2
516,5,9,8,2
522,5,9,8,2
528,5,9,8,2
534,5,7,0,0
540,3,7,0,0
546,3,4,0,0
552,0,1,0,0
558,0,1,0,1
564,0,1,0,1
570,0,1,0,0
576,0,1,0,0
582,0,1,0,1
588,0,1,0,1
594,0,1,0,0
600,0,1,0,0
606,0,1,0,0
612,0,1,0,0
618,0,1,0,1
624,0,1,0,1
630,0,1,0,0
636,0,1,0,0
642,0,1,0,0
648,0,1,0,0
654,0,1,0,0
660,0,1,0,0
666,0,1,0,0
672,0,1,0,0
678,0,1,0,0
684,0,1,0,0
690,0,1,0,0
696,0,1,0,0
702,0,1,0,0
708,0,1,0,0
714,0,1,0,0
720,0,1,0,0
726,0,1,0,0
732,0,1,0,0
738,0,1,0,0
744,0,1,0,0
750,0,4,0,0
756,0,1,0,0
762,0,4,0,0
768,0,4,0,0
774,0,4,0,0
780,0,4,0,0
786,0,4,0,0
792,0,1,0,0
798,0,4,0,0
804,0,4,0,0
810,0,1,0,0
816,0,4,0,0
822,0,4,0,0
828,0,1,0,0
834,0,4,0,0
840,0,1,0,0
846,0,1,0,0
852,0,1,0,0
858,0,1,0,0
864,0,1,0,0
870,0,1,0,0
876,0,1,0,0
882,0,1,0,0
888,0,1,0,0
894,0,1,0,0
900,0,1,0,0
906,0,1,0,0
912,0,1,0,0
918,0,1,0,0
924,0,1,0,0
930,0,1,0,0
936,0,4,0,0
942,0,4,0,0
948,0,4,0,0
954,0,1,0,0
960,0,1,0,0
966,0,4,0,0
972,0,1,0,0
978,0,4,0,0
984,0,1,0,0
990,0,4,0,0
996,0,4,0,0
1002,0,1,0,0
1008,0,1,0,0
1014,0,1,0,0
1020,0,1,0,0
1026,0,1,0,0
1032,0,1,0,1
1038,0,1,0,0
1044,3,1,0,0
1050,3,1,0,0
1056,3,1,0,0
1062,0,1,0,0
1068,0,1,0,1
1074,0,1,0,1
1080,0,1,0,1
1086,0,1,0,1
1092,0,1,0,1
1098,3,1,0,0
1104,3,1,0,0
1110,3,1,0,1
1116,3,1,0,1
1122,0,1,0,0
1128,0,1,0,1
1134,0,1,0,1
1140,0,1,0,1
1146,0,1,0,1
1152,0,1,0,1
1158,3,4,0,0
1164,3,4,0,0
1170,3,7,0,0
1176,5,7,0,0
1182,5,7,8,1
1188,5,7,8,1
1194,5,7,8,1
1200,5,7,8,1
1206,5,7,8,1
1212,5,7,8,0
1218,3,4,0,0
1224,3,4,0,0
1230,3,1,0,0
1236,3,1,0,0
1242,3,1,0,0
1248,0,1,0,0
1254,3,1,0,0
1260,3,4,0,0
1266,3,4,0,0
1272,3,7,0,0
1278,5,7,0,0
1284,5,9,8,0
1290,5,7,8,0
1296,5,7,8,0
1302,5,7,8,0
1308,5,7,8,0
1314,3,7,0,0
1320,3,4,0,0
1326,3,1,0,0
1332,3,1,0,0
1338,0,1,0,0
1344,0,1,0,0
1350,0,1,0,0
1356,0,1,0,0
1362,0,1,0,0
1368,0,1,0,0
1374,0,1,0,0
1380,0,1,0,0
1386,0,1,0,0
1392,0,1,0,0
1398,0,1,0,0
1404,0,1,0,0
1410,0,1,0,0
1416,0,1,0,0
1422,0,1,0,0
1428,0,1,0,0
1434,0,1,0,0
1440,0,1,0,0
1446,0,1,0,0
1452,0,1,0,0
1458,0,1,0,0
1464,0,1,0,0
1470,0,1,0,0
1476,0,4,0,0
1482,0,4,0,0
1488,0,4,0,0
1494,0,4,0,0
1500,0,1,0,0
1506,0,1,0,0
1512,0,1,0,0
1518,0,1,0,0
1524,0,1,0,0
1530,0,1,0,0
1536,0,1,0,0
1542,0,1,0,0
1548,0,1,0,0
1554,0,1,0,0
1560,0,1,0,0
1566,0,1,0,0
1572,0,1,0,0
1578,0,1,0,0
1584,0,1,0,0
1590,0,1,0,0
1596,0,1,0,0
1602,0,1,0,0
1608,0,1,0,0
1614,0,1,0,0
1620,0,1,0,0
1626,0,1,0,0
1632,1,1,0,0
1638,2,1,0,1
1644,2,1,0,0
1650,2,1,0,0
1656,2,1,0,0
1662,2,1,0,0
1668,1,1,0,0
1674,0,1,0,0
1680,3,1,0,0
1686,3,1,0,0
1692,3,1,0,0
1698,3,1,0,0
1704,0,1,0,0
1710,0,1,0,0
1716,0,1,0,0
1722,0,1,0,0
1728,0,1,0,1
1734,0,1,0,0
1740,3,1,0,0
1746,3,1,0,0
1752,3,1,0,1
1758,3,1,0,0
1764,0,1,0,0
1770,0,1,0,1
1776,0,1,0,0
1782,0,1,0,1
1788,0,1,0,1
1794,0,1,0,1
1800,0,1,0,1
1806,0,4,0,1
1812,3,4,0,0
1818,3,7,0,0
1824,5,7,0,0
1830,5,7,8,2
1836,5,7,8,2
1842,5,7,8,2
1848,5,7,8,2
1854,5,7,8,2
1860,5,7,8,2
1866,3,7,0,0
1872,3,4,0,0
1878,3,1,0,0
1884,3,1,0,0
1890,0,1,0,0
1896,0,1,0,0
1902,0,4,0,0
1908,0,1,0,0
1914,0,1,0,0
1920,3,1,0,0
1926,3,4,0,0
1932,3,4,0,0
1938,3,7,0,0
1944,3,7,0,0
1950,5,7,8,0
1956,5,7,8,0
1962,5,7,8,0
1968,5,7,8,0
1974,3,7,0,0
1980,3,4,0,0
1986,3,4,0,0
1992,3,1,0,0
1998,0,1,0,0
2004,0,1,0,0
2010,0,1,0,1
2016,0,1,0,0
2022,0,1,0,0
2028,0,1,0,0
2034,0,1,0,1
2040,0,1,0,0
2046,0,1,0,0
2052,0,1,0,0
2058,0,1,0,0
2064,0,1,0,0
2070,0,1,0,0
2076,0,1,0,0
2082,0,1,0,0
2088,0,1,0,0
2094,0,1,0,0
2100,0,1,0,0
2106,0,1,0,0
2112,0,1,0,0
2118,0,1,0,0
2124,0,1,0,0
2130,0,1,0,0
2136,0,1,0,0
2142,0,1,0,0
2148,0,1,0,0
2154,0,1,0,0
2160,0,1,0,0
2166,0,1,0,0
2172,0,1,0,0
